record_id,type_name,macro_name,origin,class,category,description
1412,MAC_IPSEC_DELSA,AUDIT_MAC_IPSEC_DELSA,KERN,DEP,Kernel SELinux / MAC / LSM,Not used.
1413,MAC_IPSEC_ADDSPD,AUDIT_MAC_IPSEC_ADDSPD,KERN,DEP,Kernel SELinux / MAC / LSM,Not used.
1414,MAC_IPSEC_DELSPD,AUDIT_MAC_IPSEC_DELSPD,KERN,DEP,Kernel SELinux / MAC / LSM,Not used.
1415,MAC_IPSEC_EVENT,AUDIT_MAC_IPSEC_EVENT,KERN,SC,Kernel SELinux / MAC / LSM,"Triggered to record information about an IPSec event, when one is detected, or when the IPSec configuration changes."
1416,MAC_UNLBL_STCADD,AUDIT_MAC_UNLBL_STCADD,KERN,SC,Kernel SELinux / MAC / LSM,Triggered when a static label is added when using the packet labeling capabilities of the kernel provided by NetLabel.
1417,MAC_UNLBL_STCDEL,AUDIT_MAC_UNLBL_STCDEL,KERN,SC,Kernel SELinux / MAC / LSM,Triggered when a static label is deleted when using the packet labeling capabilities of the kernel provided by NetLabel.
1418,MAC_CALIPSO_ADD,AUDIT_MAC_CALIPSO_ADD,KERN,SC,Kernel SELinux / MAC / LSM,NetLabel: a CALIPSO DOI entry was added.
1419,MAC_CALIPSO_DEL,AUDIT_MAC_CALIPSO_DEL,KERN,SC,Kernel SELinux / MAC / LSM,NetLabel: a CALIPSO DOI entry was deleted.
1420,IPE_ACCESS,AUDIT_IPE_ACCESS,KERN,SC,Kernel SELinux / MAC / LSM,IPE (Integrity Policy Enforcement) denial or grant.
1421,IPE_CONFIG_CHANGE,AUDIT_IPE_CONFIG_CHANGE,KERN,SC,Kernel SELinux / MAC / LSM,IPE configuration change.
1422,IPE_POLICY_LOAD,AUDIT_IPE_POLICY_LOAD,KERN,SC,Kernel SELinux / MAC / LSM,An IPE policy was loaded.
1423,LANDLOCK_ACCESS,AUDIT_LANDLOCK_ACCESS,KERN,SC,Kernel SELinux / MAC / LSM,Landlock denial.
1424,LANDLOCK_DOMAIN,AUDIT_LANDLOCK_DOMAIN,KERN,SC,Kernel SELinux / MAC / LSM,Landlock domain status.
1425,MAC_TASK_CONTEXTS,AUDIT_MAC_TASK_CONTEXTS,KERN,SC,Kernel SELinux / MAC / LSM,Multiple LSM task (subject) contexts.
1426,MAC_OBJ_CONTEXTS,AUDIT_MAC_OBJ_CONTEXTS,KERN,SC,Kernel SELinux / MAC / LSM,Multiple LSM object contexts.
1500,AA,AUDIT_AA,KERN,IND,AppArmor events,Generic AppArmor event.
1501,APPARMOR_AUDIT,AUDIT_APPARMOR_AUDIT,KERN,SC,AppArmor events,AppArmor audited an access.
1502,APPARMOR_ALLOWED,AUDIT_APPARMOR_ALLOWED,KERN,SC,AppArmor events,AppArmor allowed an access.
1503,APPARMOR_DENIED,AUDIT_APPARMOR_DENIED,KERN,SC,AppArmor events,AppArmor denied an access.
1504,APPARMOR_HINT,AUDIT_APPARMOR_HINT,KERN,SC,AppArmor events,AppArmor hint message.
1505,APPARMOR_STATUS,AUDIT_APPARMOR_STATUS,KERN,SC,AppArmor events,AppArmor status change.
1506,APPARMOR_ERROR,AUDIT_APPARMOR_ERROR,KERN,SC,AppArmor events,AppArmor internal error.
1507,APPARMOR_KILL,AUDIT_APPARMOR_KILL,KERN,SC,AppArmor events,AppArmor killed a process.
1700,ANOM_PROMISCUOUS,AUDIT_ANOM_PROMISCUOUS,KERN,SC/IND,Kernel anomaly records,Triggered when a device enables or disables promiscuous mode.
1701,ANOM_ABEND,AUDIT_ANOM_ABEND,KERN,IND,Kernel anomaly records,"Triggered when a processes ends abnormally (with a signal that could cause a core dump, if enabled)."
1702,ANOM_LINK,AUDIT_ANOM_LINK,KERN,SC,Kernel anomaly records,Suspicious use of file links.
1703,ANOM_CREAT,AUDIT_ANOM_CREAT,KERN,SC,Kernel anomaly records,Suspicious file creation.
1800,INTEGRITY_DATA,AUDIT_INTEGRITY_DATA,KERN,SC,Kernel integrity (IMA/EVM),Triggered to record a data integrity verification event run by the kernel.
1801,INTEGRITY_METADATA,AUDIT_INTEGRITY_METADATA,KERN,SC,Kernel integrity (IMA/EVM),Triggered to record a metadata integrity verification event run by the kernel.
1802,INTEGRITY_STATUS,AUDIT_INTEGRITY_STATUS,KERN,SC,Kernel integrity (IMA/EVM),Triggered to record the status of integrity verification.
1803,INTEGRITY_HASH,AUDIT_INTEGRITY_HASH,KERN,SC,Kernel integrity (IMA/EVM),Triggered to record a hash type integrity verification event run by the kernel.
1804,INTEGRITY_PCR,AUDIT_INTEGRITY_PCR,KERN,SC,Kernel integrity (IMA/EVM),Triggered to record Platform Configuration Register (PCR) invalidation messages.
1805,INTEGRITY_RULE,AUDIT_INTEGRITY_RULE,KERN,SC/IND,Kernel integrity (IMA/EVM),Triggered to record a policy rule.
1806,INTEGRITY_EVM_XATTR,AUDIT_INTEGRITY_EVM_XATTR,KERN,SC,Kernel integrity (IMA/EVM),An EVM-covered extended attribute was modified.
1807,INTEGRITY_POLICY_RULE,AUDIT_INTEGRITY_POLICY_RULE,KERN,SC,Kernel integrity (IMA/EVM),IMA policy rule.
2000,KERNEL,AUDIT_KERNEL,KERN,IND,Unclassified kernel messages,Triggered to record the initialization of the Audit system.
2100,ANOM_LOGIN_FAILURES,AUDIT_ANOM_LOGIN_FAILURES,USER,IND,User-space anomaly records,Triggered when the limit of failed login attempts is reached.
2101,ANOM_LOGIN_TIME,AUDIT_ANOM_LOGIN_TIME,USER,IND,User-space anomaly records,"Triggered when a login attempt is made at a time when it is prevented by, for example, pam_time."
2102,ANOM_LOGIN_SESSIONS,AUDIT_ANOM_LOGIN_SESSIONS,USER,IND,User-space anomaly records,Triggered when a login attempt reaches the maximum amount of concurrent sessions.
2103,ANOM_LOGIN_ACCT,AUDIT_ANOM_LOGIN_ACCT,USER,IND,User-space anomaly records,Triggered when an account login attempt ends abnormally.
2104,ANOM_LOGIN_LOCATION,AUDIT_ANOM_LOGIN_LOCATION,USER,IND,User-space anomaly records,Triggered when a login attempt is made from a forbidden location.
2105,ANOM_MAX_DAC,AUDIT_ANOM_MAX_DAC,USER,IND,User-space anomaly records,Triggered when the maximum amount of Discretionary Access Control (DAC) failures is reached.
2106,ANOM_MAX_MAC,AUDIT_ANOM_MAX_MAC,USER,IND,User-space anomaly records,Triggered when the maximum amount of Mandatory Access Control (MAC) failures is reached.
2107,ANOM_AMTU_FAIL,AUDIT_ANOM_AMTU_FAIL,USER,IND,User-space anomaly records,Triggered when a failure of the Abstract Machine Test Utility (AMTU) is detected.
2108,ANOM_RBAC_FAIL,AUDIT_ANOM_RBAC_FAIL,USER,IND,User-space anomaly records,Triggered when a Role-Based Access Control (RBAC) self-test failure is detected.
2109,ANOM_RBAC_INTEGRITY_FAIL,AUDIT_ANOM_RBAC_INTEGRITY_FAIL,USER,IND,User-space anomaly records,Triggered when a Role-Based Access Control (RBAC) file integrity test failure is detected.
2110,ANOM_CRYPTO_FAIL,AUDIT_ANOM_CRYPTO_FAIL,USER,IND,User-space anomaly records,Triggered when a failure in the cryptographic system is detected.
2111,ANOM_ACCESS_FS,AUDIT_ANOM_ACCESS_FS,USER,IND,User-space anomaly records,Triggered when a file or a directory access ends abnormally.
2112,ANOM_EXEC,AUDIT_ANOM_EXEC,USER,IND,User-space anomaly records,Triggered when an execution of a file ends abnormally.
2113,ANOM_MK_EXEC,AUDIT_ANOM_MK_EXEC,USER,IND,User-space anomaly records,Triggered when a file is made executable.
2114,ANOM_ADD_ACCT,AUDIT_ANOM_ADD_ACCT,USER,IND,User-space anomaly records,Triggered when a user-space account addition ends abnormally.
2115,ANOM_DEL_ACCT,AUDIT_ANOM_DEL_ACCT,USER,IND,User-space anomaly records,Triggered when a user-space account deletion ends abnormally.
2116,ANOM_MOD_ACCT,AUDIT_ANOM_MOD_ACCT,USER,IND,User-space anomaly records,Triggered when a user-space account modification ends abnormally.
2117,ANOM_ROOT_TRANS,AUDIT_ANOM_ROOT_TRANS,USER,IND,User-space anomaly records,Triggered when a user becomes root.
2118,ANOM_LOGIN_SERVICE,AUDIT_ANOM_LOGIN_SERVICE,USER,IND,User-space anomaly records,A service account attempted to log in.
2200,RESP_ANOMALY,AUDIT_RESP_ANOMALY,USER,IND,IDS response actions,Triggered when an anomaly was not acted upon.
2201,RESP_ALERT,AUDIT_RESP_ALERT,USER,IND,IDS response actions,Triggered when an alert email is sent.
2202,RESP_KILL_PROC,AUDIT_RESP_KILL_PROC,USER,IND,IDS response actions,Triggered when a process is terminated.
2203,RESP_TERM_ACCESS,AUDIT_RESP_TERM_ACCESS,USER,IND,IDS response actions,Triggered when a session is terminated.
2204,RESP_ACCT_REMOTE,AUDIT_RESP_ACCT_REMOTE,USER,IND,IDS response actions,Triggered when a user account is locked from a remote session.
2205,RESP_ACCT_LOCK_TIMED,AUDIT_RESP_ACCT_LOCK_TIMED,USER,IND,IDS response actions,Triggered when a user account is locked for a specified period of time.
2206,RESP_ACCT_UNLOCK_TIMED,AUDIT_RESP_ACCT_UNLOCK_TIMED,USER,IND,IDS response actions,Triggered when a user account is unlocked after a configured period of time.
2207,RESP_ACCT_LOCK,AUDIT_RESP_ACCT_LOCK,USER,IND,IDS response actions,Triggered when a user account is locked.
2208,RESP_TERM_LOCK,AUDIT_RESP_TERM_LOCK,USER,IND,IDS response actions,Triggered when a terminal is locked.
2209,RESP_SEBOOL,AUDIT_RESP_SEBOOL,USER,IND,IDS response actions,Triggered when an SELinux Boolean value is set.
2210,RESP_EXEC,AUDIT_RESP_EXEC,USER,IND,IDS response actions,Triggered when an intrusion detection program responds to a threat originating from the execution of a program.
2211,RESP_SINGLE,AUDIT_RESP_SINGLE,USER,IND,IDS response actions,Triggered when the system is put into single-user mode.
2212,RESP_HALT,AUDIT_RESP_HALT,USER,IND,IDS response actions,Triggered when the system is shut down.
2213,RESP_ORIGIN_BLOCK,AUDIT_RESP_ORIGIN_BLOCK,USER,IND,IDS response actions,A remote address was blocked by iptables.
2214,RESP_ORIGIN_BLOCK_TIMED,AUDIT_RESP_ORIGIN_BLOCK_TIMED,USER,IND,IDS response actions,A remote address was blocked for a period of time.
2300,USER_ROLE_CHANGE,AUDIT_USER_ROLE_CHANGE,USER,IND,User-space LSPP events,Triggered when a user's SELinux role is changed.
2301,ROLE_ASSIGN,AUDIT_ROLE_ASSIGN,USER,IND,User-space LSPP events,Triggered when an administrator assigns a user to an SELinux role.
2302,ROLE_REMOVE,AUDIT_ROLE_REMOVE,USER,IND,User-space LSPP events,Triggered when an administrator removes a user from an SELinux role.
2303,LABEL_OVERRIDE,AUDIT_LABEL_OVERRIDE,USER,IND,User-space LSPP events,Triggered when an administrator overrides an object's level label.
2304,LABEL_LEVEL_CHANGE,AUDIT_LABEL_LEVEL_CHANGE,USER,IND,User-space LSPP events,Triggered when an object's level label is modified.
2305,USER_LABELED_EXPORT,AUDIT_USER_LABELED_EXPORT,USER,IND,User-space LSPP events,Triggered when an object is exported with an SELinux label.
2306,USER_UNLABELED_EXPORT,AUDIT_USER_UNLABELED_EXPORT,USER,IND,User-space LSPP events,Triggered when an object is exported without SELinux label.
2307,DEV_ALLOC,AUDIT_DEV_ALLOC,USER,IND,User-space LSPP events,Triggered when a device is allocated.
2308,DEV_DEALLOC,AUDIT_DEV_DEALLOC,USER,IND,User-space LSPP events,Triggered when a device is deallocated.
2309,FS_RELABEL,AUDIT_FS_RELABEL,USER,IND,User-space LSPP events,Triggered when a file system relabel operation is detected.
2310,USER_MAC_POLICY_LOAD,AUDIT_USER_MAC_POLICY_LOAD,USER,IND,User-space LSPP events,Triggered when a user-space daemon loads an SELinux policy.
2311,ROLE_MODIFY,AUDIT_ROLE_MODIFY,USER,IND,User-space LSPP events,Triggered when an administrator modifies an SELinux role.
2312,USER_MAC_CONFIG_CHANGE,AUDIT_USER_MAC_CONFIG_CHANGE,USER,IND,User-space LSPP events,A change was made to the MAC policy from user space.
2313,USER_MAC_STATUS,AUDIT_USER_MAC_STATUS,USER,IND,User-space LSPP events,A user space daemon changed the enforcing status.
2400,CRYPTO_TEST_USER,AUDIT_CRYPTO_TEST_USER,USER,IND,User-space crypto events,Triggered to record cryptographic test results as required by the FIPS-140 standard.
2401,CRYPTO_PARAM_CHANGE_USER,AUDIT_CRYPTO_PARAM_CHANGE_USER,USER,IND,User-space crypto events,Triggered when a change in a cryptographic parameter is detected.
2402,CRYPTO_LOGIN,AUDIT_CRYPTO_LOGIN,USER,IND,User-space crypto events,Triggered when a cryptographic officer login attempt is detected.
2403,CRYPTO_LOGOUT,AUDIT_CRYPTO_LOGOUT,USER,IND,User-space crypto events,Triggered when a crypto officer logout attempt is detected.
2404,CRYPTO_KEY_USER,AUDIT_CRYPTO_KEY_USER,USER,IND,User-space crypto events,Triggered to record the cryptographic key identifier used for cryptographic purposes.
